35590_s_at,725_i_at,41117_s_at,37905_r_at,37226_at,34457_at,33069_f_at,33021_at,39332_at,33870_at,38447_at,39586_at,36223_at,36783_f_at,36338_at,32545_r_at,37231_at,38414_at,33322_i_at,32815_at,32407_f_at,38687_at,37317_at,36605_at,36611_at,34757_at,731_f_at,36630_at,35152_at,31510_s_at,36683_at,32557_at,36514_at,36303_f_at,38229_at,40590_at,36567_at,886_at,1464_at,37250_at,37898_r_at,34089_at,38638_at,33233_at,40921_at,32362_r_at,1176_at,33275_at,34093_at,39684_at,37946_at,34600_s_at,35911_r_at,32007_at,1415_at,35001_at,34108_g_at,41506_at,38982_at,41387_r_at,36001_at,31715_at,38426_at,40672_at,33768_at,40453_s_at,37095_r_at,40008_at,39500_s_at,36696_at,34148_at,31812_at,41003_at,38991_at,40036_at,40089_at,32274_r_at,2041_i_at,39335_at,33080_s_at,31317_r_at,37969_at,34467_g_at,35019_at,715_s_at,33778_at,41619_at,36765_at,40770_f_at,40322_at,36737_at,38630_at,1408_at,826_at,34573_at,35896_at,34736_at,31810_g_at,33986_r_at,34966_at,class
1.0895,-0.09188,0.70131,1.29641,-0.27182,0.79714,1.83723,1.2505,1.0257,1.42481,2.17208,0.84983,1.1446,0.36593,1.56314,0.73075,3.67501,1.73415,2.12186,0.66705,0.84612,1.39405,1.45015,0.37449,0.78358,1.46851,0.43338,-0.65384,1.32569,0.15234,1.82165,0.98537,2.59504,0.55062,-0.47408,0.47189,1.895,1.1054,0.82521,0.78128,0.45225,1.42182,-0.67902,2.62905,1.9693,0.48629,-0.05008,1.51303,1.12163,1.56005,1.44176,1.62069,0.50871,1.37864,1.17971,-0.18264,2.64836,1.28596,0.93641,1.80914,-0.3653,-0.36126,2.35256,0.75821,0.85757,2.11015,0.80708,-0.30567,0.39024,0.59168,0.2607,1.12566,-0.8813,1.21077,1.81637,0.79395,0.79252,0.51976,0.94726,1.5902,-0.05483,1.33219,1.34484,0.16355,0.38198,0.67639,1.89342,1.72371,0.66858,0.22765,1.63648,2.83111,0.26492,0.55693,0.37814,0.51207,3.56457,0.26298,0.82149,-0.27858,before Th
1.03182,-0.1021,-0.3606,0.34493,1.43549,0.3231,0.24214,0.51403,0.28028,0.81586,0.54833,-0.53124,1.34409,1.18937,0.2614,1.29852,0.97672,1.16164,0.62725,0.03515,-0.06439,0.54195,0.26968,1.36306,1.68895,1.8763,0.40685,1.42889,0.21847,2.85956,0.77186,0.89166,1.65603,0.76824,0.00615,-0.08916,0.73211,-0.00681,0.10813,1.58824,0.09979,0.01926,0.57515,0.84171,-0.29857,0.09706,1.00179,0.58012,0.28112,-0.11521,0.36392,0.77522,-0.21447,-0.06828,0.26733,0.4648,0.12462,2.08613,0.80205,0.24921,1.00805,0.7409,0.6136,0.40103,-0.1225,1.06477,0.21703,1.40056,-0.21667,0.91153,0.64943,-0.33666,0.64097,0.41892,1.14438,0.19913,0.6488,-0.14069,-0.14819,0.06654,1.00503,0.69561,0.11262,1.29946,0.64371,0.38523,0.06725,-0.61321,0.8655,0.49806,0.07795,0.41863,0.00929,0.59604,0.54489,0.67391,1.47926,-0.05145,0.78497,-0.58699,before Th
2.027,1.82744,1.71758,1.15366,1.73151,0.43661,0.37816,0.44039,1.1974,1.24112,1.00751,0.66562,0.17751,1.19854,0.35533,1.11055,0.79045,0.10302,1.48131,0.43013,0.41775,0.81551,0.12184,1.37318,1.2383,1.48061,0.3219,3.02276,1.31916,1.62556,0.63428,0.8411,1.71394,0.67999,1.46994,0.24126,0.18479,0.40797,0.98997,0.68949,0.5639,1.33941,1.55432,0.73258,1.2691,0.66651,0.00326,1.70357,0.59856,-0.38984,1.10161,1.2189,0.63868,0.65296,1.13294,1.04407,0.36891,0.45919,0.86699,-0.02122,1.4366,1.75756,1.08607,0.26466,0.84129,1.36372,-0.09403,-0.48166,1.97241,0.95595,0.96836,1.32778,0.70515,0.81748,1.17268,0.85886,1.37207,0.23375,0.33933,0.2875,0.92409,0.97784,0.94301,0.34044,1.68227,1.13903,0.55355,-0.07719,1.24681,0.64328,0.70381,0.37637,1.81707,0.82936,0.7585,1.17915,0.12441,0.05592,-0.69085,1.01273,before Th
-0.82055,-0.56461,-0.72158,-0.85883,-0.8953,-0.79909,-0.66819,-0.53265,-0.69492,-0.77933,-0.90507,-0.5484,-0.68505,0.11423,-0.90541,-0.72079,-0.63261,-0.67956,-0.81352,-0.65567,-0.66982,-0.70362,-0.72988,-0.35984,-0.84704,-0.84935,-0.7271,-0.7986,-0.94703,-0.56119,-0.68733,-0.83909,-0.54408,-0.72338,-0.882,-0.50286,-0.60791,-0.66142,-0.74122,-0.81219,-0.85198,-0.85254,-0.71516,-0.59994,-0.67568,-0.88665,-0.8263,-0.86602,-0.88314,-0.60593,-0.63198,-0.76243,-0.91818,-0.67161,-0.88192,-0.81159,-0.76683,-0.77814,-0.76127,-0.92424,-0.71774,-0.61202,-0.84775,-0.80134,-0.77963,-0.7913,-0.85813,-0.62208,-0.86685,-0.9694,-0.73589,-0.87675,-0.70187,-0.94243,-0.78716,-0.88373,-0.8742,-0.61321,-0.78024,-0.74405,-0.73869,-0.77577,-0.7738,-0.4405,-0.8927,-0.86331,-0.80808,-0.73177,-0.8962,-0.80972,-0.78708,-0.67567,-0.50414,-0.84368,-0.94766,-0.58854,-0.54772,-0.78089,-0.34691,-0.72242,before Th
1.55011,0.10966,3.65543,2.08639,1.34352,3.89246,2.32207,1.45068,2.24885,1.92851,2.20729,1.02988,0.57813,0.99853,1.42008,0.71917,0.09753,0.2796,2.09887,3.9177,3.66875,1.5466,1.72194,2.45932,0.96306,1.06401,3.32882,0.73772,1.46688,0.70819,2.6154,2.80473,1.40885,0.45975,3.05909,3.26599,4.30703,0.6751,2.92683,1.66921,2.43505,3.41496,-0.67202,1.08797,1.89205,2.29031,2.41362,0.7491,2.35783,2.5175,0.39399,1.51284,2.05274,2.73129,3.21797,0.4274,1.1144,1.09072,2.26445,2.04133,2.41238,3.0424,0.62951,1.8657,1.97615,0.2949,1.88151,2.1391,2.14694,0.99537,1.98583,2.61383,0.93667,1.83309,0.79086,2.32092,1.59357,0.47031,1.45515,1.83392,2.93866,0.79709,2.782,-0.07661,0.76582,0.41322,1.9465,0.04111,0.54555,1.89839,1.55288,1.18673,0.41218,1.04446,2.07597,-0.27113,-0.52063,1.78843,2.46539,1.76118,before Th
-0.88203,-0.60804,-0.8333,-0.87449,-0.77867,-0.71121,-0.644,-0.65282,-0.70856,-0.80112,-0.87244,-0.61168,-0.69276,-0.51466,-0.85384,-0.72179,-0.59057,-0.60091,-0.63545,-0.63688,-0.58001,-0.85644,-0.85214,-0.77669,-0.91182,-0.7292,-0.74832,-0.69147,-0.89364,-0.8379,-0.79848,-0.79945,-0.80118,-0.85881,-0.70742,-0.48922,-0.15263,-0.72402,-0.74684,-0.83234,-0.61288,-0.82533,-0.66269,-0.54906,-0.67197,-0.78852,-0.68104,-0.98948,-0.90789,-0.9376,-0.57993,-0.7519,-0.81168,-0.63144,-0.81222,-0.45407,-0.76488,-0.77747,-0.72428,-0.8148,-0.75315,-0.74104,-0.8339,-0.72616,-0.84902,-0.90435,-0.84498,-0.57171,-0.64193,-0.80089,-0.78158,-0.6539,-0.68042,-0.86059,-0.94187,-0.80752,-0.79063,-0.55457,-0.8216,-0.83837,-0.66548,-0.76469,-0.7499,-0.51671,-0.75845,-0.84749,-0.83905,-0.68216,-0.84948,-0.69357,-0.73462,-0.78972,-0.52734,-0.78627,-0.92242,-0.72177,-0.72809,-0.73756,-0.64892,-0.74496,before Th
-0.56142,-0.39559,-0.69838,-0.58028,-0.66093,-0.65981,-0.6906,-0.29487,-0.6912,-0.63816,-0.761,-0.46317,-0.57866,-0.62122,-0.8043,-0.77365,-0.34963,-0.09367,-0.51588,-0.55147,-0.57411,-0.87294,-0.51219,-0.75997,-0.79242,-0.41227,-0.66912,-0.91869,-0.90182,-0.80188,-0.31844,-0.84193,-0.4816,-0.69,-0.74924,-0.50952,-0.49977,-0.70673,-0.70331,-0.94404,-0.67416,-0.65546,-0.6624,-0.48888,-0.64064,-0.72333,-0.83742,-0.73894,-0.72374,-0.82633,-0.74551,-0.6283,-0.62515,-0.53403,-0.66768,-0.58776,-0.58224,-0.65512,-0.60717,-0.55899,-0.525,-0.39917,-0.84895,-0.63364,-0.73976,-0.66589,-0.58766,-0.54053,-0.13015,-0.89679,-0.62601,-0.63366,-0.54633,-0.78436,-0.5947,-0.74384,-0.50266,-0.54474,-0.75606,-0.54103,-0.83252,-0.42878,-0.72831,-0.83744,-0.5678,-0.94323,-0.70798,-0.76334,-0.88471,-0.47131,-0.76588,-0.75172,-0.59466,-0.73755,-0.69364,-0.47756,-0.19459,-0.68402,-0.38884,-0.6655,before Th
1.74187,0.16405,1.35377,1.24401,2.25909,1.45951,0.71773,1.11561,0.31709,1.31563,1.10797,1.12993,0.5935,0.85216,2.04162,-0.17778,0.81802,0.50188,1.26883,0.5491,0.62909,1.25572,0.68529,2.60919,0.26033,0.47335,0.41625,2.46342,1.03426,0.90026,1.0458,0.73284,0.30748,0.97543,2.02424,-0.14261,-0.10538,0.8947,1.27249,1.33325,0.57797,2.48788,0.21724,0.39162,0.75088,-0.43986,1.39046,0.45037,0.39025,0.54598,0.33091,2.15684,1.56871,1.44182,1.68409,1.6595,1.15423,1.43021,0.30671,1.77051,0.89452,1.48968,0.3055,0.97293,1.43716,1.28051,0.54381,0.13418,0.59283,0.17227,2.21015,0.59004,-0.00265,0.77485,0.20043,1.31846,-0.10479,0.36747,1.53849,0.94297,-0.58247,0.90981,2.43703,0.3474,1.92728,1.08056,1.77712,1.18703,2.27311,0.76322,0.59697,0.62766,1.26616,0.63122,1.95702,1.22973,1.03754,0.40889,-0.32356,2.33145,before Th
1.36033,0.65816,0.5377,0.12007,1.28957,0.81407,0.05863,0.35454,0.56867,0.44522,0.42889,0.23771,1.3824,1.2937,0.58734,0.45836,1.71596,2.26922,0.96452,0.57362,0.89173,0.42132,0.78071,0.15606,1.47634,0.53205,0.41919,0.92913,0.8267,1.47654,0.2222,0.72497,0.20647,0.3105,0.63908,1.52807,0.13019,1.43116,1.10212,0.742,0.88157,0.63838,1.48554,0.98827,-0.18242,0.86684,0.62026,0.53055,0.88013,0.75756,-0.06156,0.62449,0.7176,0.29633,0.4423,0.78151,0.7687,0.98492,2.39733,1.33166,1.1682,0.43437,0.17594,0.53495,0.35473,0.92894,0.09671,-0.44125,0.97395,0.54448,1.1472,2.12395,1.523,0.40137,1.39003,1.03539,0.57177,0.30898,0.24573,0.57507,0.28292,-0.31057,0.37633,1.85002,1.00204,0.8396,0.59338,-0.44325,0.21492,0.31954,0.24964,1.01482,0.47874,0.48698,0.18467,0.57452,2.03368,0.1829,-0.17654,0.26228,before Th
-0.07581,-0.51833,-0.47045,0.00768,0.60632,0.66189,0.4386,0.01026,0.10655,0.37463,0.39976,-0.58707,0.25669,1.43806,1.10952,1.56219,1.8665,4.3794,0.50078,-0.21026,0.24069,-0.041,0.35665,1.13747,0.52358,0.44915,0.83687,1.39173,0.58798,0.25844,0.14487,0.1501,0.17283,0.8898,0.13121,-0.34605,1.65984,0.73844,0.67178,1.93653,0.12102,1.12299,-0.04639,0.47939,-0.57666,0.06302,0.02868,0.75151,0.3611,0.20344,0.86298,-0.20537,0.10011,0.23504,0.60696,2.32734,-0.13626,1.68188,0.53641,0.60437,0.2518,0.06604,0.47908,-0.29562,0.57175,0.17279,0.4023,-0.43818,0.47286,2.14726,-0.03331,1.06508,0.8557,0.34559,1.51945,1.15865,0.83866,0.8879,-0.37775,-0.6481,-0.08632,-0.65674,1.20772,1.13257,0.29849,0.97861,0.16454,-0.20814,-0.19654,1.39142,0.61822,-0.31643,0.08579,0.30881,0.46467,-0.52394,2.57267,0.54348,0.7532,-0.42734,before Th
0.87755,-0.06491,-0.03128,0.73684,0.75703,-0.11923,0.6202,-0.45299,0.53482,0.33504,0.0903,0.00959,0.48256,0.40617,0.13516,1.90619,1.59048,2.17842,1.15492,-0.22536,-0.34131,-0.14453,-0.88469,1.5566,0.7649,0.69656,0.64375,1.27695,0.41295,1.19329,0.39292,0.83396,-0.58718,1.06591,1.56559,-0.45645,-0.48269,0.94833,0.92425,0.75945,0.54199,0.48601,0.1725,0.82188,1.3733,0.82455,1.98068,0.29372,0.72522,0.8302,0.03534,1.8373,0.37438,-0.24858,0.24819,1.10693,0.17202,0.63635,0.59813,0.7137,-0.6773,-0.4161,1.16052,-0.53713,0.46934,1.16356,0.7148,0.92777,-0.51318,0.21925,0.9882,0.30278,1.1715,1.35396,1.5631,1.25568,0.72292,-0.48144,-0.01677,1.31228,0.94289,-0.13837,-0.18944,0.53113,1.05755,1.16408,0.99098,1.48701,1.24027,0.49936,0.71586,0.54609,1.09506,1.8143,0.30996,-0.51178,2.20643,0.41473,0.53596,0.45219,before Th
-0.9286,-0.55245,-0.77202,-0.85174,-0.64757,-0.61833,-0.6994,-0.66005,-0.70847,-0.8793,-0.91218,-0.51074,-0.56177,-0.99645,-0.80787,-0.78422,-0.76719,-0.59668,-0.87973,-0.67663,-0.67563,-0.95861,-0.70451,-0.49083,-0.96056,-0.81231,-0.52471,-0.55102,-0.87738,-0.34986,-0.7896,-0.86004,-0.67405,-0.97147,-0.76849,-0.5065,-0.75389,-0.91177,-0.96327,-0.59383,-0.78523,-0.9467,-0.63734,-0.54767,-0.65392,-0.70323,-0.80349,-0.93559,-0.85326,-0.90134,-0.76704,-0.6851,-0.7835,-0.60537,-0.87356,-0.66248,-0.84769,-0.80349,-0.49125,-0.74802,-0.75103,-0.51292,-0.81792,-0.91946,-0.74881,-0.64275,-0.64367,-0.74156,-0.43916,-0.8502,-0.56536,-0.34405,-0.85067,-0.80185,-0.93582,-0.68647,-1.02753,-0.55085,-0.70315,-0.73461,-0.49103,-0.75585,-0.79107,-0.69762,-0.87748,-0.89659,-0.72665,-0.72879,-0.92536,-0.568,-0.73153,-0.58632,-0.60563,-0.79446,-0.98039,-0.70999,-0.7251,-0.73527,-0.75411,-0.71089,before Th
2.42163,0.94084,2.06653,2.78645,1.21182,2.12492,0.95734,0.66802,0.75288,1.33176,1.2116,0.56632,2.67155,0.22078,2.42346,0.49324,2.80054,0.67676,1.64915,1.53625,2.31222,0.63127,-0.6465,1.11541,0.9485,2.04389,0.77429,1.04782,1.93378,1.05672,1.83238,0.2677,1.04925,0.57981,0.7308,2.87995,1.84563,0.72446,0.80826,1.05967,1.92887,1.99332,3.37758,1.24785,2.05014,0.62403,1.10528,1.76969,1.06918,2.48597,1.12813,0.85655,2.37517,1.23176,1.31012,1.22461,2.85853,0.36583,0.98184,2.79317,0.88647,1.8273,0.28912,2.96674,1.31478,0.84178,2.21538,3.52438,1.02234,1.58157,1.35138,1.99499,0.81224,1.67328,0.59585,0.54661,0.87145,1.91007,1.66475,3.33796,3.05315,0.58743,1.47358,1.95591,2.09109,1.07796,0.64322,1.82099,1.1918,0.10282,1.04631,0.13187,0.72634,0.49483,2.03011,0.63296,1.69578,1.77341,0.69901,3.63081,before Th
0.94323,1.22986,1.73679,0.42868,1.02797,0.64463,0.01427,0.05689,0.1847,0.65845,0.58955,0.44141,1.69082,0.70047,0.29417,1.32962,1.04448,2.09271,1.45003,0.23692,0.11429,0.99257,0.85574,0.60213,1.36246,1.49972,0.25382,1.31626,1.23586,1.85356,0.67848,0.33101,0.69079,0.02307,1.0189,-0.31739,0.81115,0.72064,0.33168,0.27347,0.88232,0.69177,1.36065,1.20029,0.4465,1.6224,0.41429,1.78581,0.62745,1.2839,0.81654,0.56099,0.72606,0.21113,0.92294,0.11574,0.21988,2.38363,0.9401,-0.05276,-0.56055,-0.23809,0.72711,1.5925,0.10046,0.56154,0.59106,2.08375,-0.6871,1.45414,0.19288,1.15414,1.19269,0.94844,0.77122,-0.46618,0.95407,-0.20579,0.12043,1.23637,1.31303,1.10899,1.10927,0.99972,-0.28487,0.21174,0.66918,1.23746,0.92046,0.87246,1.61331,0.85559,0.25013,0.82008,0.65152,1.35314,1.85919,-0.3772,-0.1142,0.06295,before Th
1.68385,0.53435,0.66528,1.5707,1.42102,1.80732,1.69846,0.99406,0.94407,0.8079,1.10289,0.84895,0.8603,0.86301,1.28412,2.37064,0.53801,0.16227,1.18714,0.52755,0.89763,1.36579,1.5275,0.68446,2.28413,-0.75775,0.63481,0.97294,0.7207,0.69917,1.28757,0.80739,1.55455,1.05143,0.94793,0.16751,1.79675,0.88661,1.68158,2.09919,1.49719,1.34915,0.41018,1.68047,1.00561,1.4618,0.47943,1.12102,0.29847,1.20578,-0.07562,1.1724,0.90378,0.72317,0.29739,0.1772,0.91721,1.0603,1.52787,0.81316,1.15642,1.59315,1.40756,1.46812,1.08441,1.53983,1.24523,1.84992,1.08263,1.16449,1.24576,1.53387,1.87545,2.66462,0.28176,-0.04551,1.17548,1.03648,0.56379,0.30775,1.05107,0.8849,0.42472,2.22478,0.90254,2.02044,1.10262,0.7982,0.79909,-0.17008,1.76701,2.41027,0.64117,0.52968,1.15761,1.21495,0.32994,1.13818,1.7495,1.36706,before Th
-0.41349,-0.44613,-0.57165,-0.63973,-0.50637,-0.53008,-0.57526,-0.53204,-0.29222,-0.62355,-0.68346,-0.61262,-0.48336,-0.77983,-0.5859,-0.70721,-0.66788,-0.53348,-0.8032,-0.58959,-0.77173,-0.9328,-0.37513,-0.73337,-0.6366,-0.15032,-0.67851,-0.6692,-0.81354,-0.6452,-0.40697,-0.71136,-0.91701,-0.68036,-0.32258,-0.50712,-0.28749,-0.71976,-0.63123,-0.82662,-0.65772,-0.7879,-0.43652,-0.84038,-0.70728,-0.45538,-0.47711,-0.21933,-0.74572,-0.58097,-0.27697,-0.68364,-0.60568,-0.83632,-0.6261,-0.44578,-0.56634,-0.69521,-0.67539,-0.60083,-0.60511,-0.32802,-0.79478,-0.93135,-0.93675,-0.60643,-0.65616,0.12071,-0.31701,-0.74451,-0.39036,-0.33901,-0.43722,-0.84611,-0.85927,-0.54838,-0.53134,-0.39759,-0.48201,-0.31704,-0.56277,-0.48841,-0.56106,-0.38712,-0.78431,-0.67847,-0.75569,-0.34448,-0.58709,-0.25201,-0.39153,-0.62276,-0.57783,-0.3884,-0.72329,-0.63529,-0.68278,-0.66805,-0.2051,-0.7749,before Th
2.10804,-0.3565,0.5774,1.09033,0.00605,1.07307,0.00948,0.24193,0.42508,0.05641,1.03863,-0.5448,-0.17452,2.01913,1.31296,1.99447,1.21153,0.70485,1.65812,-0.42926,0.2539,-0.08909,1.40471,0.76962,0.10632,1.27629,-0.16022,3.04646,0.41634,1.53492,-0.3914,0.25011,0.35993,0.82807,0.09854,-0.05305,-0.11527,0.29203,0.79188,1.84065,2.3094,1.54252,0.84243,0.95236,0.57619,2.46379,0.38978,1.6946,0.75933,1.33276,0.83771,0.68844,1.95197,0.47219,0.58268,2.60027,0.5244,-0.65053,-0.16141,0.04899,-0.09671,0.37041,0.88889,0.13065,1.28876,-0.0493,1.01745,0.7263,0.76033,1.60692,-0.3266,-0.14449,1.92674,0.42025,0.93467,-0.33366,0.54946,1.71918,-0.7166,0.60828,0.53412,1.19352,1.24316,0.65257,1.35605,0.70659,0.00298,1.08312,-0.06617,0.79496,1.45554,-0.77924,0.1744,1.17901,0.76762,-0.30694,0.64836,0.75542,0.1966,-0.03513,before Th
0.36819,-0.27723,-0.07554,0.42405,0.01401,0.13164,-0.12635,-0.21822,-0.13448,0.06175,0.15772,-0.11532,0.72497,1.91827,1.14396,1.69754,1.99569,1.51057,1.29339,-0.17135,0.05346,-0.43252,0.89537,1.27392,0.57036,0.03977,-0.35141,0.86084,0.58614,0.99904,-0.15025,0.4714,-0.2082,0.96134,0.93127,-0.32498,0.87254,0.3372,0.73656,1.39287,1.45113,0.48495,0.26008,-0.36824,0.08518,1.34901,0.35868,0.48899,0.14593,-0.67911,0.20296,0.02285,0.73656,-0.49834,-0.30045,1.68579,0.00393,0.66533,1.37363,0.20082,-0.30625,0.40501,0.61274,0.30352,0.9725,0.91407,1.14587,-0.10185,1.1755,0.87745,0.63281,2.32784,0.93843,0.24868,0.65532,0.1856,1.07552,0.64931,-0.61846,2.04528,0.73123,0.46572,0.47361,1.50059,0.28028,0.38913,0.07583,0.18969,5e-05,-0.27775,0.4013,-0.31942,-0.49674,0.35285,0.31206,-0.27917,0.27933,-0.45293,0.20576,0.2006,before Th
-0.93964,-0.58401,-0.76822,-0.73392,-0.7487,-0.83879,-0.79036,-0.50933,-0.67705,-0.72414,-0.95777,-0.60221,-0.73073,-0.99558,-0.94247,-0.80636,-0.2145,-0.03969,-0.84805,-0.70127,-0.67739,-0.68974,-0.84168,-0.93429,-0.93755,-0.77283,-0.74071,-0.97802,-0.73415,-0.91193,-0.62278,-0.9412,-0.64863,-0.91843,-0.81425,-0.50231,-0.7843,-0.85505,-0.74197,-0.9488,-0.93462,-0.97784,-0.47601,-0.73347,-0.44551,-0.80737,-0.77319,-0.87654,-0.77447,-0.81395,-0.69684,-0.83545,-0.85837,-0.77114,-0.88365,-0.86649,-0.72573,-0.72782,-0.77843,-0.96821,-0.76281,-0.60088,-1.03784,-0.64526,-0.88843,-0.69904,-0.84132,-0.72018,-0.67051,-1.02805,-0.72519,-0.88783,-0.87415,-0.98217,-0.6509,-0.8471,-0.96923,-0.61501,-0.85413,-0.71976,-0.67385,-0.74826,-0.79746,-0.79178,-1.00672,-0.80825,-0.89397,-0.69722,-0.69551,-0.4834,-0.76024,-0.91274,-0.54188,-0.86867,-0.97813,-0.72784,0.05905,-0.5376,-0.6881,-0.5634,before Th
-0.58828,-0.07821,-0.47694,-0.52797,-0.37852,-0.80372,-0.42283,-0.52757,-0.24712,-0.63234,-0.69025,-0.48166,-0.69145,-0.67735,-0.63092,-0.63236,-0.57145,-0.72117,-0.96175,-0.46548,-0.35841,-0.58163,-0.23121,-0.406,-0.65685,-0.60332,-0.32118,-0.69097,-0.79732,-0.87053,-0.46545,-0.70018,-0.56608,-0.84088,-0.72041,-0.12843,-0.70804,-0.63434,-0.63507,-1.04552,-0.70304,-0.88617,-0.82052,-0.38724,-0.63188,-0.84384,-0.81654,-0.88016,-0.56693,-0.59485,-0.6762,-0.3854,-0.80499,-0.65606,-0.71545,-0.78795,-0.73106,-0.63408,-0.91464,-0.65189,-0.69475,-0.40724,-0.73763,-0.62783,-0.66058,-0.71804,-0.68078,-0.73556,-0.61369,-0.88233,-0.82167,-0.43808,-0.53729,-0.62021,-0.88797,-0.39283,-0.61515,-0.47094,-0.51536,-0.71446,-0.60186,-0.69815,-0.66291,-0.57727,-0.91329,-0.70304,-0.82497,-0.61028,-0.54188,-0.1961,-0.62825,-0.61125,-0.3936,-0.59607,-0.7993,-0.38585,-0.5429,-0.83902,-0.15603,-0.48818,before Th
-0.67355,-0.62667,-0.69609,-0.76586,-0.78218,-0.5428,-0.72462,-0.57833,-0.71948,-0.69932,-0.78894,-0.63312,-0.61972,-0.2655,-0.68267,-0.82095,-0.49098,-0.7759,-0.52346,-0.60684,-0.67033,-0.87267,-0.59039,-0.55177,-0.86863,-0.85805,-0.44231,-0.6525,-0.74229,-0.52263,-0.68214,-0.82014,-0.67291,-0.79018,-0.75266,-0.47148,-0.49797,-0.51958,-0.53078,-0.76623,-0.70252,-0.69696,-0.61825,-0.62892,-0.68272,-0.55116,-0.51797,-0.82567,-0.80971,-0.67556,-0.77291,-0.85521,-0.6878,-0.6499,-0.65558,-0.64971,-0.64555,-0.81277,-0.69513,-0.44938,-0.74678,-0.59306,-0.84742,-0.71,-0.68655,-0.52628,-0.89625,-0.56996,-0.81663,-0.85971,-0.85407,-0.58423,-0.86302,-0.61905,-0.69717,-0.78457,-0.87453,-0.41822,-0.68264,-0.6672,-0.92054,-0.66901,-0.51814,-0.74296,-0.72211,-0.79061,-0.64186,-0.63589,-0.7518,-0.60334,-0.53673,-0.69755,-0.4279,-0.77265,-0.76993,-0.63987,-0.74988,-0.76433,-0.57056,-0.71459,before Th
1.79058,2.05791,0.55693,1.16773,2.11634,0.77427,0.29678,-0.21031,0.79199,1.30264,0.7134,-0.33479,0.25751,2.20659,0.92416,0.30866,0.91881,1.78725,-0.2669,0.41633,0.12887,0.96071,2.12666,2.02985,1.13172,2.3138,1.73935,0.08642,0.37675,0.51734,1.94489,0.67105,-0.05599,2.03883,1.17459,-0.18088,-0.35101,2.13418,1.38099,1.27448,1.06663,0.74883,1.71521,0.32936,2.08837,0.84023,2.11141,0.19294,0.49257,0.68879,0.63165,-0.04188,1.19159,-0.01896,1.11057,0.4143,1.24776,-0.60538,1.37409,0.61283,0.84835,-0.12754,1.09694,0.52088,0.01689,0.5773,0.51788,1.72049,0.56581,1.34879,0.50455,1.57477,0.52127,0.31726,1.23771,1.46384,0.36231,-0.52481,1.57781,1.20678,0.42542,0.66237,0.7184,1.50722,1.82681,0.03498,1.09005,1.1097,1.44972,0.56505,0.53532,1.08817,2.6991,3.15256,1.59676,0.5993,1.11042,2.53591,0.18626,0.53239,before Th
1.30646,0.06642,2.40573,0.37027,0.32511,0.75262,0.40458,0.47429,1.24129,0.22948,0.95336,0.5703,0.45872,1.60795,1.79058,0.92134,0.00815,0.6379,0.88965,0.72822,0.46447,1.63613,0.01342,1.99812,0.51723,1.12717,0.14425,2.25352,0.8421,1.42574,0.12288,1.5963,0.48568,1.07026,1.04607,-0.16221,-0.02103,0.58527,1.0305,0.08795,0.63002,0.87509,1.85424,1.17755,0.7546,0.79665,0.4127,1.06852,0.70297,1.51711,1.40493,-0.43674,1.00293,0.46112,0.37455,0.74685,-0.22844,0.59981,1.13415,1.15681,0.06344,-0.42336,2.17739,1.16914,0.29869,2.49481,0.26452,0.31251,0.7241,0.38831,1.48172,1.03405,0.70245,0.82785,0.73434,0.17233,0.50558,-0.39278,1.99985,0.23614,0.96962,1.92297,0.74761,-0.50106,0.94943,0.05782,0.66629,0.64324,1.26504,0.44926,0.48449,1.3941,-0.23984,0.25976,0.40366,-0.17109,1.21811,1.33526,0.99488,0.41749,before Th
-0.79368,-0.33209,-0.60572,-0.48192,-0.77773,-0.81064,-0.68626,-0.53187,-0.55113,-0.67497,-0.87022,-0.398,-0.67636,-0.64948,-0.83323,-0.71454,-0.54008,-0.52843,-0.88517,-0.49659,-0.62301,-0.71414,-0.73664,-0.58668,-0.78055,-0.57806,-0.73272,-0.36735,-1.02782,-0.75778,-0.77744,-0.88807,-0.56962,-0.84505,-1.04112,-0.40857,-0.71229,-0.5106,-0.9189,-0.75276,-0.87806,-0.86179,-0.65803,-0.5607,-0.68153,-0.85741,-0.54974,-0.74687,-0.83414,-0.67804,-0.59479,-0.6406,-0.91042,-0.58472,-0.818,-0.79583,-0.81206,-0.77584,-0.87123,-0.925,-0.54252,-0.45168,-0.76673,-0.63282,-0.80683,-0.76396,-0.76561,-0.63087,-0.89864,-0.86321,-0.6339,-0.7644,-0.80013,-0.71393,-0.70584,-0.77982,-0.68463,-0.50302,-0.91417,-0.8048,-0.76168,-0.72231,-0.80675,-0.82841,-0.93317,-0.90798,-0.61041,-0.72442,-0.72627,-0.66035,-0.75022,-0.46059,-0.58472,-0.7927,-0.9154,-0.66885,-0.7091,-0.79532,-0.68517,-0.62138,before Th
